,source,target,value
1057,Percy,Slytherin,1
1058,Myrtle,Percy,3
1059,Myrtle,Myrtle,6
1060,Cedric,Myrtle,6
1061,Myrtle,three,1
1062,Diggory,Myrtle,9
1063,Myrtle,second,1
1064,Harry,Norris,29
1065,Norris,Peeves,6
1066,Peeves,Snape,20
1067,Peeves,one,4
1068,Snape,second,21
1069,Peeves,second,2
1070,Norris,Snape,18
1071,Dumbledore,Norris,3
1072,Dumbledore,Peeves,5
1073,Parvati,Snape,3
1074,Dumbledore,Parvati,1
1075,Hagrid,Lupin,6
1076,Lupin,Snape,6
1077,Crouch,Dark,5
1078,Dark,Snape,5
1079,Parvati,two,4
1080,Pansy,Parvati,5
1081,George,Hermione,10
1082,Fleur,Malfoy,5
1083,Crookshanks,Hagrid,1
1084,Dobby,McGonagall,8
1085,Dobby,three,2
1086,Colin,second,1
1087,Cedric,Dennis,2
1088,Fleur,Percy,4
1089,Sirius,second,3
1090,Cho,Hermione,4
1091,Cho,Fleur,3
1092,Fleur,twenty,6
1093,Gabrielle,Percy,4
1094,Gabrielle,Harry,9
1095,Fleur,Gabrielle,8
1096,Gabrielle,Hermione,1
1097,Dobby,Fleur,5
1098,Dobby,Madam,1
1099,Goyle,Pansy,5
1100,Granger,Pansy,12
1101,Granger,Snape,1
1102,Hogwarts,Rita,6
1103,Granger,Hermione,7
1104,Granger,Granger,3
1105,Albus,Granger,1
1106,Albus,Pansy,2
1107,Granger,three,7
1108,Malfoy,three,5
1109,Granger,Weasley,2
1110,Dobby,Snape,5
1111,Cho,Dobby,2
1112,Dobby,Sirius,2
1113,Cho,Sirius,3
1114,Harry,Severus,11
1115,Buckbeak,three,9
1116,Buckbeak,Buckbeak,1
1117,Buckbeak,Hermione,5
1118,Buckbeak,Winky,1
1119,Crouch,Sirius,9
1120,Mark,Sirius,4
1121,Buckbeak,Cornelius,2
1122,Cornelius,Ron,10
1123,Buckbeak,Ron,3
1124,Buckbeak,Ludo,1
1125,Sirius,Winky,1
1126,Buckbeak,Crouch,9
1127,Barty,Buckbeak,3
1128,Cornelius,Crouch,15
1129,Dark,Winky,4
1130,Bertha,Ron,1
1131,Bertha,Sirius,4
1132,Percy,Sirius,10
1133,Crouch,Hedwig,3
1134,Dobby,Hedwig,3
1135,Harry,Witch,3
1136,Slytherin,Witch,1
1137,Hagrid,Witch,3
1138,Pansy,Witch,1
1139,Hagrid,Pansy,5
1140,Hagrid,second,1
1141,Hogwarts,two,5
1142,Hedwig,Percy,8
1143,Sirius,Weasley,4
1144,Bagman,Hagrid,8
1145,Crouch,Krum,24
1146,Aunt,Harry,5
1147,Dudley,Krum,1
1148,Fudge,Weatherby,5
1149,Crouch,Fudge,19
1150,Andorran,Fudge,1
1151,Andorran,Crouch,2
1152,Andorran,Krum,1
1153,Andorran,Harry,4
1154,Krum,Percy,1
1155,Bertha,Dumbledore,35
1156,Dumbledore,Percy,1
1157,Crouch,Viktor,17
1158,Dumbledore,Pigwidgeon,2
1159,Viktor,Viktor,6
1160,Hermione,Norris,4
1161,Norris,Ron,5
1162,Wormtail,two,9
1163,Bertha,Cornelius,5
1164,Alastor,Harry,1
1165,Alastor,Fudge,5
1166,Alastor,two,5
1167,Alastor,Crouch,1
1168,Cornelius,Dumbledore,43
1169,Cornelius,Fudge,24
1170,Dumbledore,Fudge,94
1171,Fudge,Hagrid,4
1172,Cornelius,Hagrid,1
1173,Cornelius,Hogwarts,5
1174,Fudge,Fudge,9
1175,Fawkes,Harry,30
1176,Dumbledore,Fawkes,4
1177,Antonin,Harry,3
1178,Antonin,Crouch,1
1179,Crouch,Rosier,5
1180,Evan,Rosier,4
1181,Crouch,Evan,3
1182,Augustus,Crouch,4
1183,Augustus,Mulciber,3
1184,Crouch,Mulciber,4
1185,Crouch,Severus,1
1186,Crouch,Mad-Eye,1
1187,Fudge,Snape,20
1188,Bertha,Muggle,1
1189,Crouch,Frank,1
1190,Dumbledore,Frank,5
1191,Dumbledore,Muggle,3
1192,Crouch,Neville,5
1193,Frank,Neville,1
1194,Bagman,Dark,6
1195,Crouch,Hagrid,1
1196,Crouch,Longbottom,3
1197,Hogwarts,Malfoy,4
1198,Draco,Slytherin,5
1199,Malfoy,Slytherin,3
1200,Gabrielle,Weasley,1
1201,Charlie,Fleur,3
1202,Bill,Fleur,1
1203,Bill,Violet,6
1204,Apollyon,Weasley,3
1205,Apollyon,Harry,4
1206,Amos,Bill,2
1207,Amos,Rita,5
1208,Cornelius,Ludo,3
1209,Fleur,Hermione,5
1210,Krum,second,1
1211,Cedric,second,13
1212,Cho,one,6
1213,Cedric,Hogwarts,2
1214,Cedric,Wormtail,9
1215,Lucius,Mark,2
1216,Malfoy,Mark,5
1217,Lucius,Malfoy,1
1218,Malfoy,two,6
1219,Goyle,two,4
1220,Goyle,Nott,7
1221,Albanian,Wormtail,9
1222,Bertha,one,4
1223,Nagini,two,4
1224,Dumbledore,Nagini,6
1225,Wormtail,three,1
1226,Dumbledore,Portkey,14
1227,Bertha,Cedric,8
1228,Harry,James,7
1229,Cedric,Portkey,12
1230,Portkey,two,1
1231,Cedric,Fudge,9
1232,Diggory,Dumbledore,6
1233,Cedric,Longbottom,2
1234,Diggory,Krum,9
1235,Albus,Snape,6
1236,Dumbledore,Minerva,26
1237,Severus,Winky,6
1238,Minerva,Winky,4
1239,Hagrid,Minerva,5
1240,Hagrid,Winky,1
1241,Mad-Eye,second,2
1242,Snape,Winky,10
1243,McGonagall,Winky,7
1244,Bertha,Winky,10
1245,Crouch,Wormtail,3
1246,Arthur,Hogwarts,1
1247,Arthur,Dark,4
1248,Dark,Hogwarts,5
1249,Hogwarts,Wormtail,3
1250,Hogwarts,Snape,2
1251,Krum,Snape,1
1252,Portkey,Winky,2
1253,McGonagall,Minerva,14
1254,Harry,Minerva,15
1255,McGonagall,Severus,2
1256,Cornelius,Snape,3
1257,Ollivander,second,5
1258,Cedric,Fawkes,1
1259,Dumbledore,Molly,5
1260,Fudge,one,4
1261,Fudge,McGonagall,13
1262,Fudge,Minerva,5
1263,Minerva,Severus,11
1264,Cornelius,Severus,2
1265,Bertha,two,5
1266,Bertha,Fudge,5
1267,Fudge,Rita,3
1268,Fudge,Weasley,3
1269,Fudge,Ron,6
1270,Bill,Fudge,6
1271,Lucius,Snape,6
1272,Fudge,second,10
1273,Fudge,Mark,2
1274,Arthur,Dumbledore,3
1275,Bill,Cornelius,4
1276,Arthur,Cornelius,2
1277,Dumbledore,Poppy,5
1278,Hagrid,Poppy,1
1279,McGonagall,Poppy,2
1280,Poppy,Winky,1
1281,Dumbledore,Remus,2
1282,Harry,Remus,4
1283,Fang,one,2
1284,Olympe,two,1
1285,Hagrid,Olympe,3
1286,Olympe,Ron,3
1287,Cedric,Hermione,2
1288,Cedric,Mad-Eye,4
1289,Cho,Dumbledore,1
1290,Cedric,Slytherin,1
1291,Cedric,Malfoy,3
1292,Hagrid,Viktor,1
1293,Crookshanks,Hedwig,6
1294,Crookshanks,Dumbledore,3
1295,Crookshanks,Hermione,1
1296,Rita,Viktor,4
1297,Draco,Granger,5
1298,Diggory,second,4
1299,Diggory,Goyle,2
1300,George,Malfoy,7
1301,George,Goyle,6
1302,Fred,Goyle,2
1303,Fred,Ludo,4
1304,Fred,Irish,4
1305,Diggory,George,4
1306,Goyle,one,3
