,source,target,value
1037,Hermione,Kreacher,10
1038,Dobby,Malfoy,26
1039,Dobby,Hermione,4
1040,Draco,Kreacher,9
1041,Dobby,Draco,3
1042,Dobby,Marietta,1
1043,Malfoy,Marietta,3
1044,Kreacher,one,3
1045,Dobby,one,2
1046,Octavius,Slughorn,1
1047,Octavius,Ron,4
1048,Finnigan,Harry,5
1049,Finnigan,Snape,5
1050,Finnigan,Seamus,1
1051,Finnigan,Mundungus,5
1052,Mundungus,Snape,6
1053,Dark,Snape,2
1054,Lavender,two,1
1055,Myrtle,two,4
1056,Myrtle,Ron,22
1057,Harry,Myrtle,7
1058,Myrtle,Myrtle,1
1059,Gregory,one,4
1060,Goyle,Gregory,1
1061,Gregory,Harry,4
1062,Goyle,Goyle,2
1063,Draco,Goyle,1
1064,Aragog,Hermione,4
1065,Fenrir,one,9
1066,Lupin,one,2
1067,Draco,Ernie,5
1068,Hagrid,Slughorn,66
1069,Dean,Lavender,2
1070,Harry,Pomona,5
1071,Pomona,Slughorn,6
1072,Aragog,one,3
1073,Aragog,Horace,9
1074,Aragog,Aragog,6
1075,Aragog,Slughorn,13
1076,Hagrid,Horace,1
1077,Hagrid,Rupert,5
1078,Hermione,Rupert,2
1079,Rupert,Slughorn,1
1080,Aragog,two,5
1081,Harry,Rupert,2
1082,Odo,Slughorn,10
1083,Hagrid,Odo,4
1084,Harry,Odo,4
1085,Avery,Riddle,3
1086,Riddle,Riddle,1
1087,Horace,two,3
1088,Riddle,Slytherin,5
1089,Slytherin,Slytherin,1
1090,Marvolo,Snape,2
1091,Slytherin,three,2
1092,Harry,Nagini,5
1093,Dumbledore,Nagini,3
1094,Muggle,Nagini,6
1095,Muggle,Slytherin,4
1096,Hogwarts,Lucius,6
1097,Arthur,Lucius,6
1098,Arthur,one,5
1099,Dumbledore,Lucius,1
1100,Cedric,Dumbledore,5
1101,Dean,Katie,4
1102,Malfoy,Moaning,29
1103,Moaning,Snape,7
1104,Moaning,second,2
1105,Myrtle,Snape,2
1106,Harry,Montague,2
1107,Pansy,Snape,1
1108,Ginny,Snape,27
1109,James,Snape,15
1110,Bertram,James,5
1111,Bertram,Snape,1
1112,Remus,Sirius,5
1113,Remus,Snape,1
1114,Cho,Remus,3
1115,Mark,Snape,2
1116,Dean,Romilda,4
1117,Ginny,Romilda,2
1118,Dean,Michael,5
1119,Jimmy,Jimmy,2
1120,Dumbledore,Jimmy,4
1121,Peter,Snape,6
1122,Lily,Peter,5
1123,James,Lily,4
1124,James,Peter,1
1125,Fawkes,Snape,10
1126,Dumbledore,Mark,22
1127,Mark,one,5
1128,Mark,Neville,5
1129,Mark,Mark,3
1130,Mark,second,1
1131,Draco,two,4
1132,Albus,Malfoy,4
1133,Albus,Draco,5
1134,Malfoy,Mark,4
1135,Dumbledore,Montague,3
1136,Montague,one,4
1137,Malfoy,Montague,5
1138,Hogwarts,Montague,6
1139,Borgin,Hogwarts,8
1140,Dumbledore,Granger,4
1141,Amycus,Draco,5
1142,Amycus,Dumbledore,15
1143,Dumbledore,Fenrir,19
1144,Amycus,Snape,5
1145,Amycus,Malfoy,2
1146,Amycus,Severus,1
1147,Fenrir,two,5
1148,Amycus,Ginny,4
1149,Amycus,Amycus,4
1150,Amycus,Harry,10
1151,Amycus,Ron,4
1152,Lupin,McGonagall,13
1153,Amycus,McGonagall,1
1154,Neville,Snape,2
1155,Macmillan,two,2
1156,Dumbledore,Fang,2
1157,Fang,Snape,4
1158,Buckbeak,Snape,5
1159,Hogwarts,Mark,3
1160,Hermione,Lupin,4
1161,Ginny,Lupin,14
1162,Luna,Lupin,6
1163,Bill,Snape,2
1164,Bill,Dumbledore,9
1165,McGonagall,Molly,4
1166,Bill,Molly,1
1167,Arthur,Bill,5
1168,Bill,Hagrid,1
1169,James,Muggle,1
1170,Filius,Snape,5
1171,Filius,Lupin,1
1172,Filius,Minerva,4
1173,Lupin,Minerva,5
1174,Bill,Nymphadora,4
1175,Dumbledore,Nymphadora,1
1176,Lupin,Neville,4
1177,Gibbon,Neville,2
1178,Gibbon,Mark,6
1179,Gibbon,Lupin,5
1180,Dumbledore,Gibbon,5
1181,Lupin,Mark,2
1182,Gibbon,Ginny,1
1183,Bill,Neville,10
1184,Bill,Malfoy,2
1185,Fleur,McGonagall,8
1186,Bill,McGonagall,21
1187,Arthur,McGonagall,1
1188,Arthur,Lupin,4
1189,Minerva,Weasley,4
1190,Fleur,Minerva,1
1191,McGonagall,Minerva,2
1192,Hagrid,Lupin,1
1193,McGonagall,Ministry,1
1194,Bill,Ministry,4
1195,Ministry,Slytherin,5
1196,Hagrid,Slytherin,3
1197,Fawkes,McGonagall,3
1198,Everard,Minerva,5
1199,Everard,McGonagall,3
1200,Hogwarts,McGonagall,3
1201,McGonagall,Rufus,4
1202,McGonagall,Peeves,1
1203,McGonagall,Norris,2
1204,Norris,Peeves,4
1205,Dumbledore,Zacharias,3
1206,Seamus,Zacharias,4
1207,Dumbledore,Seamus,6
1208,Ginny,Hogwarts,4
1209,Bill,Mad-Eye,4
1210,Bill,British,5
1211,Fleur,Mad-Eye,3
1212,British,Ginny,4
1213,Harry,Rosalind,5
1214,Ron,Tobias,5
1215,Harry,Tobias,5
1216,Tobias,Tobias,1
1217,Muggle,Tobias,6
1218,Lucius,Muggle,1
1219,Rufus,Snape,5
1220,Percy,Slytherin,5
1221,Kingsley,Remus,1
1222,Kingsley,Mad-Eye,5
1223,Fleur,Tom,3
1224,Ernie,Madam,6
1225,Ginny,Madam,1
1226,Harry,Rita,5
1227,Dolores,Rita,5
1228,Dolores,Firenze,5
1229,Dolores,Harry,6
1230,Dolores,Ginny,3
1231,Dolores,Dumbledore,1
1232,Grawp,Hagrid,12
1233,Grawp,Grawp,4
1234,Dumbledore,Grawp,1
1235,Hagrid,Percy,6
1236,Ministry,Percy,2
1237,Severus,one,4
1238,Hagrid,Severus,1
1239,Grawp,Severus,3
