,source,target,value
1031,Griphook,Luna,5
1032,Griphook,Ron,62
1033,Draco,Griphook,4
1034,Malfoy,Ron,20
1035,Griphook,Malfoy,3
1036,Dobby,Griphook,10
1037,Dobby,Ron,18
1038,Bellatrix,Dobby,10
1039,Dobby,Draco,1
1040,Dobby,Harry,143
1041,Dobby,Dobby,11
1042,Dobby,Luna,21
1043,Dean,Ollivander,6
1044,Fleur,Ollivander,10
1045,Dean,Fleur,9
1046,Dobby,Ollivander,1
1047,Ollivander,one,4
1048,Bill,Dean,4
1049,Dean,Dobby,10
1050,Dean,Lucius,5
1051,Draco,Wormtail,6
1052,Ron,Wormtail,46
1053,Wormtail,three,2
1054,Lucius,Wormtail,5
1055,Bellatrix,Griphook,37
1056,Bellatrix,Wormtail,12
1057,Griphook,Wormtail,1
1058,Narcissa,Ron,1
1059,Bellatrix,Hermione,18
1060,Hermione,Wormtail,2
1061,Draco,three,6
1062,Narcissa,three,2
1063,Dobby,Narcissa,4
1064,Narcissa,one,6
1065,Bellatrix,Bill,13
1066,Griphook,Griphook,16
1067,Dobby,two,10
1068,Bellatrix,Dumbledore,10
1069,Bill,Dobby,9
1070,Fleur,Griphook,24
1071,Bill,one,7
1072,Dobby,one,6
1073,Bill,Dumbledore,6
1074,Dobby,Sirius,3
1075,Dobby,Dumbledore,12
1076,Wormtail,one,2
1077,Dumbledore,Luna,7
1078,Dumbledore,Wormtail,2
1079,Dobby,Muggle,1
1080,Griphook,Muggle,4
1081,Griphook,Hermione,20
1082,Dobby,Hermione,10
1083,Hagrid,Lucius,4
1084,Harry,Peter,4
1085,Dark,Hermione,2
1086,Gregorovitch,Hogwarts,4
1087,Godric,Griphook,4
1088,Bill,three,6
1089,Bill,Griphook,16
1090,Gabrielle,Ollivander,3
1091,Bill,Ollivander,9
1092,Lupin,Ted,3
1093,Tonks,one,4
1094,Griphook,Lupin,1
1095,Bill,Teddy,4
1096,Harry,Teddy,10
1097,Neville,Ron,63
1098,Ollivander,Ollivander,2
1099,Bellatrix,Fleur,4
1100,Bill,Snatchers,10
1101,Fleur,Snatchers,4
1102,Griphook,three,4
1103,Harry,Tom,9
1104,Hermione,Tom,10
1105,Tom,Tom,2
1106,Griphook,Tom,4
1107,Harry,Lestrange,10
1108,Griphook,Lestrange,2
1109,Harry,Travers,10
1110,Travers,one,4
1111,Travers,Xenophilius,4
1112,Bellatrix,Travers,19
1113,Bellatrix,Xenophilius,2
1114,Bellatrix,Ministry,2
1115,Ron,Travers,21
1116,Dragomir,Dragomir,1
1117,Dragomir,two,1
1118,Travers,two,4
1119,Griphook,Travers,8
1120,Draco,Travers,4
1121,Bellatrix,Marius,3
1122,Marius,Ron,5
1123,Griphook,Hagrid,1
1124,Lestrange,Ron,3
1125,Harry,Madam,5
1126,Lestrange,Madam,3
1127,Bogrod,Madam,1
1128,Bogrod,Lestrange,4
1129,Bogrod,Griphook,17
1130,Bogrod,Ron,16
1131,Bogrod,Travers,6
1132,Bogrod,Hermione,3
1133,Bellatrix,Bogrod,3
1134,Bogrod,Harry,24
1135,Harry,twenty,2
1136,Ron,twenty,8
1137,Hepzibah,three,5
1138,Hepzibah,Ron,4
1139,Griphook,Hepzibah,2
1140,Hogwarts,Nagini,4
1141,Gaunt,Snape,4
1142,Gaunt,Nagini,5
1143,Nagini,Snape,7
1144,Hogwarts,Snape,10
1145,Aberforth,Sirius,4
1146,Albus,Sirius,1
1147,Aberforth,Ron,22
1148,Albus,Ron,12
1149,Aragog,Harry,11
1150,Aberforth,Aragog,1
1151,Albus,Aragog,4
1152,Aberforth,three,7
1153,Albus,Dobby,5
1154,Aberforth,Hermione,9
1155,Aberforth,one,6
1156,Ariana,Ron,3
1157,Aberforth,Snape,1
1158,Neville,two,12
1159,Neville,Neville,16
1160,Hermione,Neville,17
1161,Hermione,Seamus,6
1162,Neville,Seamus,8
1163,Aberforth,Seamus,2
1164,Harry,Longbottom,13
1165,Aberforth,Longbottom,6
1166,Aberforth,Neville,7
1167,Harry,Terry,13
1168,Carrow,Terry,5
1169,Carrow,Harry,12
1170,Carrow,Neville,7
1171,Hogwarts,Neville,10
1172,Neville,Umbridge,1
1173,Amycus,Harry,29
1174,Amycus,Hermione,5
1175,Amycus,Neville,1
1176,Muggle,Neville,3
1177,Neville,Snape,2
1178,Luna,three,4
1179,Harry,Michael,13
1180,Michael,Ron,8
1181,Hermione,Michael,2
1182,Ariana,Neville,2
1183,Neville,Slytherin,3
1184,Neville,one,12
1185,Harry,Seamus,32
1186,Carrow,Seamus,1
1187,Ron,Seamus,11
1188,Lavender,Seamus,5
1189,Lavender,Ron,1
1190,Harry,Lavender,5
1191,Ernie,Terry,6
1192,Ernie,Macmillan,5
1193,Anthony,Macmillan,5
1194,Anthony,Michael,5
1195,Ernie,Michael,4
1196,Anthony,Ernie,2
1197,Ernie,Neville,2
1198,Seamus,one,5
1199,Neville,three,17
1200,Dean,three,5
1201,Dean,Seamus,4
1202,Luna,Seamus,9
1203,Lee,Neville,1
1204,Ginny,Lee,8
1205,Aberforth,Ginny,16
1206,Aberforth,Fred,5
1207,Cho,Lee,2
1208,Cho,Harry,29
1209,Cho,George,1
1210,Dean,Neville,2
1211,Albus,Hermione,5
1212,Michael,Padma,6
1213,Michael,Terry,6
1214,Cho,Terry,6
1215,Cho,Luna,8
1216,Cho,Ginny,9
1217,Luna,Michael,5
1218,Ron,Terry,1
1219,Luna,Terry,3
1220,Hermione,Terry,1
1221,Cho,Hermione,2
1222,Cho,Ron,3
1223,Luna,Peeves,6
1224,Alecto,Harry,16
1225,Alecto,Luna,5
1226,Amycus,Carrow,9
1227,Carrow,second,5
1228,Amycus,McGonagall,23
1229,Harry,Minerva,14
1230,Carrow,Minerva,5
1231,Carrow,Luna,1
1232,Amycus,Luna,5
1233,Alecto,Mark,5
1234,Amycus,Mark,1
1235,Mark,McGonagall,1
1236,McGonagall,Minerva,34
1237,Luna,McGonagall,23
1238,McGonagall,second,14
1239,McGonagall,McGonagall,14
1240,Dumbledore,McGonagall,1
1241,McGonagall,three,11
1242,McGonagall,one,6
1243,McGonagall,Severus,7
1244,McGonagall,Snape,58
1245,Minerva,Snape,3
1246,Luna,Minerva,7
1247,Harry,Pomona,4
1248,McGonagall,Pomona,5
1249,McGonagall,two,3
1250,Pomona,two,1
1251,Luna,Slughorn,1
1252,Minerva,Slughorn,2
1253,Horace,McGonagall,7
1254,Horace,Minerva,6
1255,Horace,Luna,3
1256,Harry,Horace,2
1257,Lupin,Oliver,6
1258,Alicia,Oliver,1
1259,Alicia,Bill,6
1260,Angelina,Oliver,5
1261,Alicia,Angelina,5
1262,Fred,Snape,1
1263,Dean,Weasley,1
1264,Fred,two,3
1265,Bill,two,1
1266,Fleur,Percy,14
1267,Lupin,Teddy,2
1268,Lupin,Percy,7
1269,Aberforth,Percy,3
1270,Aberforth,Weasley,1
1271,Aberforth,George,1
1272,Hogwarts,Percy,1
1273,George,Hogwarts,3
1274,Ginny,Molly,5
1275,Firenze,McGonagall,7
1276,Firenze,Harry,7
1277,Ernie,Harry,2
1278,Ernie,Ron,4
1279,Ernie,McGonagall,3
1280,McGonagall,Slytherin,16
1281,McGonagall,Ron,4
1282,Pansy,Slytherin,4
1283,Harry,Pansy,11
1284,McGonagall,Pansy,3
1285,Creevey,Slytherin,1
1286,Creevey,McGonagall,3
1287,Creevey,Weasley,1
1288,Creevey,Harry,2
1289,Kingsley,three,7
1290,Kingsley,McGonagall,21
1291,George,Kingsley,5
1292,George,McGonagall,1
1293,Harry,Helena,1
1294,Helena,Hogwarts,2
1295,Albanian,Harry,2
1296,Albanian,Borgin,4
1297,Fang,Harry,7
1298,Fang,Ron,1
1299,Dumbledore,Neville,5
1300,Fang,Hagrid,5
1301,Hannah,Lee,5
1302,Fred,Hannah,1
1303,Harry,Norris,4
1304,Aberforth,Norris,1
1305,Ginny,Teddy,8
1306,Draco,Goyle,2
1307,Goyle,Malfoy,39
1308,Crabbe,Harry,21
1309,Crabbe,Ron,6
1310,Crabbe,Malfoy,31
1311,Crabbe,Crabbe,6
1312,Malfoy,Malfoy,2
1313,Hermione,Malfoy,11
1314,Malfoy,second,2
1315,Goyle,Goyle,4
1316,Goyle,second,3
1317,Malfoy,three,6
1318,Goyle,Hermione,13
1319,Crabbe,Hermione,7
1320,Crabbe,Goyle,2
1321,Fred,Hogwarts,6
1322,Hermione,Percy,7
1323,Percy,three,2
1324,Fred,three,4
1325,Percy,two,3
1326,Percy,Ron,28
1327,Aragog,Percy,4
1328,Aragog,Ron,4
1329,Goyle,Percy,2
1330,Dumbledore,Lucius,5
1331,Lucius,Snape,8
1332,Dean,Parvati,11
1333,Parvati,Travers,5
1334,Hermione,Travers,4
1335,Hermione,Parvati,1
1336,Parvati,Ron,1
1337,Harry,Parvati,4
1338,Kingsley,Yaxley,6
1339,Kingsley,Neville,4
1340,Hermione,Slytherin,6
1341,Grawp,Grawp,4
1342,Grawp,Hermione,2
1343,Ernie,Hermione,3
1344,Ernie,Seamus,10
1345,Ernie,Luna,6
1346,Seamus,second,1
1347,Nagini,Severus,1
1348,Severus,one,8
1349,Severus,Severus,1
1350,Grawp,three,4
1351,Firenze,Fred,4
1352,Bill,Percy,1
1353,Lily,Petunia,46
1354,Lily,Lily,3
1355,Petunia,Snape,44
1356,Lily,Snape,95
1357,Petunia,Wizard,5
1358,Snape,Wizard,2
1359,Petunia,Petunia,2
1360,Lily,one,6
1361,Petunia,two,1
1362,Dumbledore,Petunia,8
1363,Lily,Muggle,5
1364,Muggle,Petunia,4
1365,Muggle,Snape,4
1366,James,Slytherin,13
1367,James,Snape,28
1368,James,Severus,11
1369,Lily,McGonagall,6
1370,Evans,McGonagall,4
1371,Evans,Lily,4
1372,Lupin,McGonagall,4
1373,Harry,Sorting,7
1374,Severus,Sorting,5
1375,Lily,Severus,10
1376,Lily,Lucius,5
1377,Lucius,Severus,1
1378,Snape,Sorting,1
1379,Lucius,Sorting,1
1380,Avery,Harry,7
1381,Avery,Lily,2
1382,Lily,Lupin,11
1383,Mulciber,Snape,10
1384,Avery,Mulciber,12
1385,Avery,James,5
1386,James,O.W.L.,1
1387,Harry,O.W.L.,5
1388,O.W.L.,Snape,5
1389,Lupin,O.W.L.,1
1390,Lily,Mary,2
1391,Dumbledore,Mark,4
1392,Fleur,Roger,3
1393,Fleur,Mark,1
1394,Dumbledore,Roger,3
1395,Roger,Snape,8
1396,Draco,Dumbledore,7
1397,Draco,Lord,3
1398,Hogwarts,Lord,1
1399,Dumbledore,Lord,4
1400,Bellatrix,Snape,4
1401,Dumbledore,Slytherin,1
1402,Severus,Slytherin,3
1403,Dumbledore,Fawkes,7
1404,Fawkes,Snape,5
1405,Dumbledore,Lily,7
1406,Lily,Sirius,4
1407,Gellert,second,6
1408,Sirius,second,1
1409,Gellert,Snape,3
1410,Lily,two,10
1411,James,two,1
1412,Gellert,Lily,1
1413,Granger,Snape,1
1414,George,Severus,6
1415,Colin,Harry,8
1416,Colin,Goyle,4
1417,Goyle,Neville,3
1418,Colin,Neville,1
1419,Neville,Oliver,5
1420,Colin,Oliver,5
1421,Colin,one,2
1422,Nagini,Neville,4
1423,Draco,two,2
1424,Riddle,three,2
1425,James,Riddle,4
1426,Ginny,Lily,5
1427,Lupin,Yaxley,3
1428,Hagrid,Yaxley,8
1429,Aragog,Yaxley,3
1430,Aragog,Fenrir,1
1431,Fenrir,Rowle,6
1432,Lucius,Rowle,5
1433,Nagini,Narcissa,1
1434,Nagini,Yaxley,5
1435,Hagrid,Rowle,6
1436,Death,Dumbledore,1
1437,Death,Peverell,8
1438,Dumbledore,Peverell,2
1439,Death,Godric,1
1440,Death,Ignotus,3
1441,Ignotus,Ignotus,3
1442,Godric,Ignotus,4
1443,Ariana,three,5
1444,Fudge,Harry,5
1445,Hagrid,Nagini,2
1446,Hagrid,McGonagall,4
1447,Bellatrix,McGonagall,12
1448,Nagini,second,1
1449,Ginny,McGonagall,4
1450,Salazar,one,2
1451,Neville,Salazar,4
1452,Finnigan,Seamus,6
1453,Finnigan,Hannah,6
1454,Charlie,Hannah,5
1455,Charlie,Horace,6
1456,Bane,Horace,3
1457,Bane,Ronan,5
1458,Magorian,Ronan,6
1459,Harry,Magorian,4
1460,Hogwarts,Kreacher,5
1461,Horace,Ronan,1
1462,Hogwarts,Magorian,1
1463,Lee,Walden,6
1464,Hagrid,Walden,6
1465,Fenrir,Ron,1
1466,Aberforth,Fenrir,6
1467,Aberforth,Arthur,6
1468,Arthur,Percy,6
1469,Lucius,Percy,6
1470,Fenrir,Neville,5
1471,McGonagall,Narcissa,3
1472,Bellatrix,Ginny,6
1473,Lucius,McGonagall,1
1474,Bellatrix,Weasley,4
1475,Kingsley,Narcissa,1
1476,Bellatrix,three,5
1477,Bellatrix,Molly,11
1478,Molly,three,1
1479,Kingsley,Slughorn,4
1480,McGonagall,Slughorn,1
1481,Molly,Slughorn,2
1482,Riddle,Snape,5
1483,Nagini,two,1
1484,Kingsley,Luna,4
1485,Colin,Lupin,6
1486,Colin,McGonagall,4
1487,Colin,Firenze,1
1488,Dilys,Hogwarts,4
1489,Dilys,Harry,3
1490,Albus,Lily,11
1491,Albus,Slytherin,2
1492,Ginny,James,12
1493,James,James,2
1494,Albus,James,10
1495,Albus,Ginny,24
1496,Hogwarts,James,1
1497,Albus,second,3
1498,James,second,1
1499,Ginny,Percy,5
1500,Hugo,Lily,9
1501,Hugo,Rose,12
1502,Ron,Rose,9
1503,Albus,Rose,19
1504,Hermione,Rose,5
1505,Albus,Draco,6
1506,Draco,Ginny,4
1507,James,Neville,2
1508,James,Longbottom,5
1509,Albus,Longbottom,1
1510,Albus,Hagrid,1
1511,Hagrid,Peeves,5
1512,James,Peeves,3
1513,Peeves,Slytherin,1
1514,Lily,three,1
1515,Ginny,Rose,6
1516,Rose,two,6
1517,Slytherin,two,5
1518,Slytherin,Slytherin,2
1519,Harry,Hugo,3
