,source,target,value
1041,Angelina,Montague,7
1042,Angelina,Madam,3
1043,Harry,Montague,31
1044,Angelina,Draco,3
1045,Draco,McGonagall,3
1046,McGonagall,Warrington,5
1047,Montague,Warrington,12
1048,Montague,Montague,22
1049,George,Montague,16
1050,Katie,Montague,22
1051,Alicia,Warrington,9
1052,Alicia,Lee,4
1053,Lee,Slytherin,15
1054,Lee,Warrington,7
1055,Alicia,Weasley,4
1056,Lee,Weasley,1
1057,Angelina,Weasley,1
1058,Angelina,Warrington,13
1059,Angelina,Bletchley,3
1060,Bletchley,Warrington,4
1061,Warrington,three,6
1062,Warrington,Warrington,11
1063,Alicia,Bletchley,5
1064,Katie,Weasley,2
1065,Katie,Lee,5
1066,Malfoy,Warrington,10
1067,Warrington,one,4
1068,Katie,Warrington,6
1069,George,Warrington,2
1070,Bletchley,Ron,6
1071,Pansy,Slytherin,11
1072,Slytherin,twenty,4
1073,Montague,twenty,5
1074,Montague,Ron,29
1075,Katie,two,1
1076,Malfoy,one,13
1077,Malfoy,Slytherin,4
1078,Slytherin,one,1
1079,Malfoy,two,26
1080,Crabbe,Slytherin,4
1081,Angelina,Crabbe,5
1082,Angelina,Malfoy,7
1083,Katie,Malfoy,1
1084,Fred,Madam,1
1085,Madam,Malfoy,11
1086,Fred,three,8
1087,Crabbe,three,5
1088,George,Malfoy,4
1089,Crabbe,George,2
1090,Crabbe,Fred,1
1091,Malfoy,McGonagall,5
1092,McGonagall,Minerva,30
1093,Minerva,Umbridge,27
1094,Dumbledore,Minerva,23
1095,Hogwarts,Minerva,2
1096,Cornelius,Hogwarts,4
1097,Cornelius,two,3
1098,Alicia,Ginny,4
1099,Ginny,Montague,1
1100,Fred,Montague,5
1101,Montague,three,1
1102,Angelina,Crookshanks,3
1103,Norris,Ron,5
1104,Hagrid,Norris,2
1105,Hagrid,two,47
1106,Fang,Hagrid,17
1107,Hagrid,Olympe,10
1108,Harry,Olympe,7
1109,Portkey,Ron,5
1110,Dumbledore,Portkey,17
1111,Hagrid,Portkey,4
1112,Olympe,Ron,4
1113,Gurg,Hagrid,13
1114,Gurg,Harry,5
1115,Karkus,Ron,16
1116,Dumbledore,Gurg,7
1117,Gurg,Karkus,3
1118,Gurg,Ron,5
1119,Albus,Ron,1
1120,Albus,Karkus,3
1121,Hagrid,Karkus,10
1122,Harry,Karkus,1
1123,Dumbledore,Karkus,10
1124,Karkus,Karkus,1
1125,Karkus,one,3
1126,Buckbeak,Ron,1
1127,Buckbeak,one,7
1128,Gurg,Olympe,6
1129,Golgomath,Ron,7
1130,Karkus,three,5
1131,Dumbledore,Fang,1
1132,Fang,Harry,20
1133,Fang,Ron,5
1134,Fang,Umbridge,6
1135,Dolores,Hagrid,5
1136,Fang,three,6
1137,Dangerous,Umbridge,8
1138,Hagrid,Lee,8
1139,Lee,Parvati,3
1140,Hermione,Parvati,18
1141,Neville,Slytherin,1
1142,Goyle,Slytherin,5
1143,Goyle,one,1
1144,Malfoy,Parvati,1
1145,Dumbledore,Parvati,3
1146,Parvati,one,7
1147,Draco,Hermione,5
1148,Hagrid,Pansy,6
1149,Pansy,Pansy,4
1150,Longbottom,Umbridge,2
1151,Hagrid,Neville,4
1152,Hermione,Pansy,11
1153,Argus,Ron,4
1154,Argus,Peeves,1
1155,Dobby,Hagrid,2
1156,Dobby,Kreacher,2
1157,Dobby,Luna,2
1158,Alicia,three,3
1159,Katie,three,2
1160,Angelina,three,3
1161,Ginny,Katie,6
1162,Andrew,Harry,4
1163,Andrew,Jack,1
1164,Alicia,Andrew,5
1165,Alicia,Jack,5
1166,Jack,Neville,3
1167,Angelina,Neville,6
1168,Jack,Ron,8
1169,Hermione,Marietta,5
1170,Cho,Luna,4
1171,Cho,two,15
1172,Harry,Krum,3
1173,Krum,Ron,5
1174,Krum,Sirius,1
1175,Cho,Seamus,3
1176,Cho,Dean,4
1177,McGonagall,Weasley,15
1178,McGonagall,Norris,10
1179,Dumbledore,Norris,4
1180,Dilys,Dumbledore,10
1181,Dilys,one,2
1182,Dumbledore,Everard,7
1183,Everard,Harry,11
1184,Everard,one,4
1185,Hogwarts,two,5
1186,Hogwarts,McGonagall,5
1187,Dilys,Everard,6
1188,Dilys,McGonagall,4
1189,Dilys,three,1
1190,Dumbledore,Fawkes,25
1191,Fawkes,one,9
1192,Elfrida,Everard,1
1193,Dilys,Elfrida,6
1194,Dumbledore,Elfrida,2
1195,Minerva,Weasley,6
1196,Fawkes,McGonagall,4
1197,Dumbledore,Slytherin,12
1198,Armando,Harry,8
1199,Armando,Dumbledore,8
1200,Dumbledore,Phineas,19
1201,Ginny,McGonagall,6
1202,Dumbledore,Ginny,7
1203,Fred,Sirius,16
1204,Fawkes,Portkey,2
1205,McGonagall,Phineas,2
1206,Phineas,Slytherin,4
1207,Harry,Portkey,2
1208,Arthur,Fred,11
1209,Dumbledore,Molly,6
1210,Arthur,George,5
1211,George,Ministry,2
1212,Ginny,Ministry,3
1213,Portkey,Sirius,3
1214,Mad-Eye,Tonks,5
1215,Arthur,Tonks,5
1216,Ginny,Tonks,6
1217,Tonks,second,5
1218,Broderick,Welcome,4
1219,Augustus,second,5
1220,Augustus,Molly,7
1221,Arthur,Augustus,2
1222,Arthur,Molly,6
1223,George,Willy,2
1224,Weasley,Willy,5
1225,Fred,Willy,4
1226,Willy,two,3
1227,Fred,Mad-Eye,4
1228,Seamus,Sirius,4
1229,Black,Buckbeak,2
1230,Buckbeak,Buckbeak,3
1231,Ginny,second,2
1232,Buckbeak,Sirius,7
1233,Hermione,Lupin,9
1234,Dobby,Weasley,5
1235,Dobby,George,4
1236,George,Lupin,7
1237,Dobby,Fred,5
1238,Dobby,two,3
1239,Dobby,Ron,1
1240,Bill,one,3
1241,Augustus,Weasley,1
1242,Augustus,Muggle,2
1243,Molly,Muggle,14
1244,Bill,Muggle,1
1245,Janus,one,2
1246,Janus,Ron,3
1247,Gilderoy,Janus,3
1248,Ginny,Janus,1
1249,Gilderoy,Ginny,7
1250,Gilderoy,Weasley,3
1251,Gilderoy,Gilderoy,3
1252,Gilderoy,one,1
1253,Agnes,two,1
1254,Agnes,Agnes,1
1255,Agnes,Broderick,5
1256,Broderick,Longbottom,5
1257,Longbottom,Ron,12
1258,Longbottom,two,13
1259,Ginny,Longbottom,5
1260,Hermione,Longbottom,4
1261,Alice,Longbottom,9
1262,Bellatrix,Dumbledore,19
1263,Bellatrix,Neville,40
1264,Kreacher,Neville,2
1265,Bellatrix,Kreacher,3
1266,Hogwarts,Sirius,20
1267,Buckbeak,Weasley,5
1268,Buckbeak,Hogwarts,1
1269,Crookshanks,Snape,5
1270,Snape,one,3
1271,Lucius,Snape,18
1272,Arthur,Muggle,5
1273,Lupin,Snape,47
1274,Remus,three,1
1275,Ginny,Remus,5
1276,Remus,two,2
1277,Hermione,Stan,2
1278,Stan,two,3
1279,Harry,Stan,20
1280,Ron,Stan,7
1281,Hermione,Pigwidgeon,4
1282,Stan,second,5
1283,Tonks,three,2
1284,Snape,Zacharias,1
1285,Dark,Snape,4
1286,Harry,Ripper,1
1287,Dudley,Ripper,4
1288,Ripper,Slytherin,5
1289,Cedric,three,2
1290,Sturgis,Sturgis,1
1291,Antonin,Harry,16
1292,Fabian,Gideon,5
1293,Augustus,Gideon,1
1294,Augustus,Fabian,4
1295,Augustus,Harry,5
1296,Bellatrix,Harry,103
1297,Bellatrix,Frank,5
1298,Frank,Harry,5
1299,Fudge,Sirius,5
1300,Bellatrix,Black,3
1301,Black,Ron,1
1302,Broderick,Ron,4
1303,Draco,Hogwarts,3
1304,Sirius,Susan,1
1305,Susan,one,5
1306,Hogwarts,Susan,5
1307,Neville,Zacharias,5
1308,Sirius,Zacharias,2
1309,Bellatrix,Hermione,4
1310,Diggory,Slytherin,1
1311,Diggory,Pansy,3
1312,Cho,Scrivenshaft,5
1313,Cho,Roger,13
1314,Harry,Roger,27
1315,Cho,Madam,10
1316,Cedric,Roger,5
1317,Cho,second,1
1318,Hermione,Rita,19
1319,Rita,one,7
1320,Cho,Rita,3
1321,Dumbledore,Rita,1
1322,Luna,Rita,45
1323,Rita,Rita,5
1324,Luna,one,15
1325,Bellatrix,one,13
1326,Bellatrix,Umbridge,1
1327,Marietta,Ron,9
1328,Roger,one,1
1329,Cedric,two,1
1330,Cedric,Ginny,5
1331,Angelina,Ginny,10
1332,Angelina,Zacharias,6
1333,Ginny,Zacharias,4
1334,Ginny,Summerby,6
1335,Summerby,Zacharias,1
1336,Harry,Summerby,1
1337,Summerby,Umbridge,1
1338,Fred,Luna,2
1339,Harry,twenty,7
1340,Umbridge,twenty,2
1341,Goyle,Theodore,4
1342,Harry,Theodore,6
1343,Crabbe,Luna,1
1344,Avery,Harry,20
1345,Avery,Malfoy,3
1346,Avery,Ron,5
1347,Malfoy,Sturgis,11
1348,Dudley,Snape,8
1349,McGonagall,Parvati,10
1350,Firenze,Harry,90
1351,Firenze,Umbridge,9
1352,Dumbledore,Firenze,14
1353,Parvati,Parvati,5
1354,Firenze,Parvati,37
1355,Firenze,Lavender,1
1356,Firenze,Ron,24
1357,Firenze,Firenze,5
1358,Firenze,Hagrid,43
1359,Dean,Firenze,10
1360,Bane,Harry,36
1361,Bane,Firenze,18
1362,Firenze,one,5
1363,Hagrid,Hannah,3
1364,Hannah,Umbridge,1
1365,Slytherin,Umbridge,7
1366,Seamus,Weasley,4
1367,Seamus,Umbridge,5
1368,McGonagall,Percy,1
1369,Cornelius,Umbridge,8
1370,Fudge,Lucius,3
1371,Marietta,Umbridge,54
1372,Fudge,Marietta,26
1373,Harry,Willy,6
1374,Minerva,Willy,6
1375,Dumbledore,Willy,3
1376,Ministry,Willy,2
1377,Fudge,Willy,5
1378,Dolores,Dumbledore,6
1379,Kingsley,Umbridge,42
1380,Marietta,McGonagall,7
1381,Marietta,second,3
1382,Kingsley,Marietta,3
1383,Dumbledore,Marietta,18
1384,Kingsley,Kingsley,3
1385,Fudge,Kingsley,10
1386,Cornelius,Kingsley,5
1387,Kingsley,McGonagall,5
1388,Fudge,Minerva,6
1389,Kingsley,Minerva,1
1390,Fudge,Hogwarts,5
1391,Fudge,McGonagall,10
1392,Fudge,one,9
1393,Albus,McGonagall,1
1394,Albus,Dumbledore,7
1395,Ernie,Macmillan,12
1396,Macmillan,The,2
1397,Harry,Macmillan,2
1398,Harry,The,2
1399,Hermione,The,5
1400,Ernie,Granger,3
1401,Draco,Granger,3
1402,Ernie,Malfoy,29
1403,Granger,Malfoy,9
1404,Goyle,Granger,3
1405,Macmillan,Umbridge,2
1406,Granger,Macmillan,4
1407,Ernie,Goyle,4
1408,Ernie,Hermione,1
1409,Ernie,Fred,2
1410,Ernie,Montague,1
1411,Hermione,Montague,3
1412,Mad-Eye,Umbridge,3
1413,Albus,Umbridge,1
1414,Filibuster,Harry,3
1415,Filibuster,George,3
1416,Madam,Marietta,5
1417,Draco,two,2
1418,Malfoy,Montague,4
1419,Montague,Snape,5
1420,Cho,Malfoy,6
1421,James,James,28
1422,James,two,11
1423,Remus,Wormtail,8
1424,James,Wormtail,51
1425,James,Snape,105
1426,Wormtail,Wormtail,10
1427,Lupin,Wormtail,23
1428,James,three,6
1429,Lupin,O.W.L.,3
1430,James,second,10
1431,Wormtail,second,4
1432,Sirius,Wormtail,8
1433,O.W.L.,Sirius,5
1434,James,O.W.L.,1
1435,Evans,Harry,8
1436,Evans,James,16
1437,Lily,Lupin,4
1438,Lily,Wormtail,6
1439,Harry,Lily,13
1440,Evans,Lily,3
1441,Lily,Snape,14
1442,James,Lily,10
1443,Lily,Sirius,6
1444,Evans,Snape,4
1445,Hagrid,Snape,6
1446,McGonagall,Sirius,15
1447,Dumbledore,Lily,1
1448,Jack,Umbridge,3
1449,Ginny,Hannah,4
1450,Hannah,Sirius,4
1451,O.W.L.,Wizard,4
1452,George,Gregory,4
1453,Fred,Gregory,1
1454,Gregory,Harry,4
1455,Gregory,Umbridge,1
1456,Snape,Uncle,5
1457,Malfoy,Uncle,1
1458,Harry,Minerva,11
1459,Lupin,McGonagall,3
1460,Lupin,Minerva,8
1461,McGonagall,Ministry,1
1462,Albus,Cornelius,4
1463,James,Umbridge,1
1464,Kreacher,Umbridge,8
1465,George,Peeves,6
1466,Peeves,Peeves,2
1467,Fred,McGonagall,5
1468,Umbridge,Warrington,6
1469,Hermione,Warrington,1
1470,Pansy,Warrington,4
1471,George,Hogwarts,2
1472,Hogwarts,Peeves,2
1473,Fred,Peeves,6
1474,Fred,Norris,3
1475,Montague,Peeves,4
1476,Peeves,one,1
1477,Montague,Umbridge,2
1478,Cho,Slytherin,3
1479,Lee,Roger,2
1480,Grawp,Harry,104
1481,Grawp,Hermione,11
1482,Grawp,Hagrid,43
1483,Grawp,Ron,12
1484,Hagrid,Magorian,44
1485,Harry,Magorian,20
1486,Bane,Magorian,14
1487,Firenze,Magorian,7
1488,Albus,Firenze,8
1489,Bane,Hagrid,10
1490,Magorian,Magorian,4
1491,Bradley,Grawp,1
1492,Bradley,Ron,4
1493,Bradley,second,5
1494,Aragog,Ron,1
1495,Aragog,Hagrid,4
1496,Ernie,Snape,3
1497,Ernie,three,6
1498,Draco,Ernie,3
1499,Ernie,Griselda,2
1500,Draco,Griselda,1
1501,Griselda,Harry,3
1502,Griselda,Ron,1
1503,Griselda,Neville,7
1504,Eddie,Ron,4
1505,Baruffio,Ron,5
1506,Baruffio,Eddie,5
1507,Eddie,Harry,2
1508,Dean,O.W.L.,3
1509,Anthony,Hermione,5
1510,Anthony,Gregory,6
1511,Daphne,Gregory,6
1512,Daphne,Harry,2
1513,Daphne,Ron,3
1514,Padma,Ron,4
1515,Padma,Parvati,5
1516,Padma,one,1
1517,Abbott,Harry,2
1518,Abbott,Hannah,3
1519,Abbott,Umbridge,3
1520,Harry,Tiberius,5
1521,Fang,one,1
1522,Ernie,Hagrid,13
1523,Dean,Hermione,3
1524,Hagrid,Katie,6
1525,Dean,George,6
1526,Colin,McGonagall,4
1527,Colin,Hermione,1
1528,Colin,Hagrid,1
1529,Harry,Pierre,10
1530,Parvati,Pierre,5
1531,Montague,second,4
1532,McGonagall,Montague,2
1533,Madam,McGonagall,1
1534,Madam,one,1
1535,Luna,Stubby,3
1536,Ginny,Stubby,2
1537,Hermione,Stubby,1
1538,Peeves,Slytherin,3
1539,Ginny,Slytherin,14
1540,Lee,Sirius,5
1541,Dean,Sirius,1
1542,Dean,Harold,1
1543,Harold,Harry,6
1544,Harold,Luna,1
1545,Avery,Ginny,2
1546,Kreacher,Mad-Eye,2
1547,Crabbe,Neville,3
1548,Crabbe,Warrington,4
1549,Ginny,Warrington,5
1550,Neville,Warrington,4
1551,Ginny,Hogwarts,4
1552,Albus,Malfoy,4
1553,Albus,Hagrid,4
1554,Albus,Minerva,1
1555,Hagrid,Minerva,4
1556,Malfoy,Minerva,5
1557,Hermione,Millicent,5
1558,Luna,Millicent,5
1559,Millicent,Neville,1
1560,Lucius,Umbridge,1
1561,Harry,Millicent,6
1562,Luna,two,9
1563,Aragog,Grawp,3
1564,Magorian,Umbridge,26
1565,Bane,Umbridge,14
1566,Harry,Ronan,8
1567,Grawp,Magorian,4
1568,Ginny,Grawp,4
1569,Hagrid,Luna,10
1570,Longbottom,Luna,6
1571,Luna,Ministry,2
1572,Luna,second,5
1573,Bellatrix,Malfoy,20
1574,Bellatrix,Ginny,1
1575,Bellatrix,Lucius,2
1576,Jugson,Lucius,1
1577,Lucius,Nott,5
1578,Jugson,Nott,5
1579,Harry,Jugson,4
1580,Avery,Rodolphus,4
1581,Jugson,Rodolphus,1
1582,Dudley,Ron,3
1583,Bellatrix,three,4
1584,Bellatrix,Ron,8
1585,Bellatrix,Luna,4
1586,Honest,Ron,5
1587,Harry,Honest,3
1588,Honest,Neville,3
1589,Lucius,Neville,3
1590,Longbottom,Lucius,4
1591,Bellatrix,Longbottom,4
1592,Bellatrix,Bellatrix,1
1593,Lupin,two,6
1594,Kingsley,Malfoy,4
1595,Kingsley,two,5
1596,Tonks,two,4
1597,Bellatrix,Tonks,5
1598,Bellatrix,Buckbeak,1
1599,Bellatrix,Sirius,17
1600,Bellatrix,Kingsley,4
1601,Kingsley,Neville,2
1602,Albus,Neville,3
1603,Bellatrix,second,2
1604,Dumbledore,Mad-Eye,5
1605,Tom,one,1
1606,Dumbledore,Tom,13
1607,Bellatrix,Fawkes,1
1608,Bellatrix,Cornelius,3
1609,Bellatrix,Fudge,3
1610,Fudge,Williamson,10
1611,Bellatrix,Williamson,1
1612,Merlin,Williamson,2
1613,Fudge,Merlin,3
1614,Cornelius,Merlin,3
1615,Harry,Williamson,2
1616,Fawkes,Fawkes,3
1617,Dumbledore,Nymphadora,7
1618,Dumbledore,James,2
1619,Harry,Phineas,6
1620,Phineas,Sirius,3
1621,Dumbledore,Narcissa,3
1622,Dolores,Sirius,5
1623,Dolores,Snape,10
1624,Nymphadora,Snape,2
1625,Remus,Sirius,1
1626,Remus,Snape,2
1627,Kreacher,Remus,1
1628,Kreacher,Snape,8
1629,Kreacher,one,4
1630,Dobby,Sirius,4
1631,Dolores,Umbridge,1
1632,Severus,Snape,6
1633,Dumbledore,Severus,3
1634,Dumbledore,Godric,5
1635,Godric,Harry,4
1636,Fawkes,Snape,5
1637,Cornelius,Ministry,3
1638,Firenze,Ginny,6
1639,Malfoy,three,1
1640,Goyle,three,9
1641,Crabbe,McGonagall,4
1642,Hagrid,second,5
1643,Grawp,second,4
1644,Harry,Lovegood,5
1645,Hannah,Macmillan,6
1646,Hannah,Susan,6
1647,Finch-Fletchley,Susan,6
1648,Anthony,Finch-Fletchley,6
1649,Anthony,Terry,5
1650,Justin,Malfoy,5
1651,Goyle,Terry,1
1652,Dean,Ginny,4
1653,Mad-Eye,three,5
1654,Arthur,Hermione,4
1655,Vernon,Weasley,2
1656,Mad-Eye,Vernon,3
1657,Dursley,Vernon,9
